customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,churned
5426-MMXSZ,Female,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,5302.78,0
7322-EPITV,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,107.88,5167.25,0
7386-EHNXC,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),102.78,2446.75,1
2292-KHSJZ,Female,1,Yes,Yes,44,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,38.8,1682.71,1
2017-RYGPF,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,55.82,2249.63,1
9239-PWXAX,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),20.97,368.35,1
5722-CFDDD,Female,1,No,No,11,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),47.31,553.27,1
3089-IHSQQ,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,19.53,547.93,1
4680-TNVTK,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,88.05,5246.96,1
8383-HVYJQ,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),90.42,5162.63,1
2436-HVATU,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,97.8,2286.92,1
5552-LVZIT,Male,0,No,Yes,62,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,32.51,2012.38,0
7327-CDJDV,Female,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),51.09,871.47,1
3046-IVAEI,Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),82.1,3091.64,1
1722-HJKMT,Male,1,Yes,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,105.03,1737.58,1
5835-KLEJY,Female,0,No,Yes,50,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,104.61,5178.31,0
3780-XGUII,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),59.15,716.75,1
1425-JBDHN,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,51.72,600.43,0
3124-UXRRM,Male,1,No,No,39,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,65.35,2546.71,1
6567-HZLYW,Male,1,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.28,365.8,0
3039-UATRC,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),41.49,812.17,1
9172-JOTBS,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.85,908.24,1
5077-GHKVT,Male,0,No,Yes,60,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),94.25,5779.75,0
2989-KQJXQ,Female,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,119.49,6711.18,0
6150-UBFYE,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.91,756.32,0
6885-BLCFX,Female,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,33.34,89.82,1
2785-NCPOG,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.84,2043.6,1
8660-FOQDV,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.55,384.71,0
9491-SVJFY,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.52,3823.32,1
5323-IOMTH,Male,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,26.05,1703.07,0
1569-SSYPK,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.5,748.77,1
5000-JRCKR,Female,0,No,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.49,362.67,1
1514-HNFON,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),63.06,726.82,1
1414-JVQSQ,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),88.34,119.14,0
6611-OZLYI,Female,0,No,No,63,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),117.91,7360.96,1
9260-DLPIY,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.17,128.88,1
9898-ZRQJB,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.11,2358.9,0
9535-KXCWW,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),92.75,3539.68,0
2345-SBOXU,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.57,548.07,1
1930-EKXGF,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.94,919.58,1
4360-ZQQNJ,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55.57,3282.53,1
6469-HHNGF,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,119.02,28.74,1
5992-OYOAT,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.68,1591.85,1
7818-WEEDQ,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),94.38,2282.99,0
7451-NZHBH,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.29,1815.1,0
5864-DSEEU,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.67,171.31,1
9315-TXSLT,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,89.27,5002.77,0
5224-GQBKG,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49.27,1957.08,0
2210-CVFVK,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.32,3157.35,1
9689-RVJEW,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.05,1858.63,0
9182-UXZVO,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),26.62,1096.58,0
4859-WDUUA,Male,1,No,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.2,3976.61,1
4600-SNSRB,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.71,44.94,1
6748-VEGAM,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.55,8008.23,0
7066-VAMKG,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.79,288.77,1
9066-ZYAHQ,Male,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,72.12,4412.53,0
5780-NEZXV,Female,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,45.87,1299.03,1
7359-FVFUH,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,41.46,2718.89,1
2566-DQECD,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,91.29,1509.91,1
9109-OTQFJ,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,54.94,2922.6,0
7005-WPQNT,Female,0,Yes,Yes,71,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,34.87,2418.03,1
4883-IOLNZ,Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.45,2380.93,1
1305-TFDZW,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,107.49,3418.9,1
8595-MSVML,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.66,5601.54,1
9258-CNRSJ,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,85.42,6105.62,0
4120-OSIDO,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,26.9,1714.21,1
1178-PHQUA,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.0,1233.24,1
9350-RLPAO,Female,1,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,36.99,1034.0,0
2542-QCKFF,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,30.4,1467.2,1
6902-GKQWR,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),67.5,884.48,0
8740-XUZSH,Male,0,No,No,2,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.7,355.76,1
3391-THUKU,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,55.01,2112.19,0
9066-WNIYA,Male,0,Yes,No,55,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.32,4717.71,1
6419-KUATL,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.43,2662.15,0
5496-OBRPD,Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),80.98,3436.97,1
3413-YOIBQ,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,97.85,6744.62,1
7969-JIBXS,Female,1,No,Yes,38,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,104.53,3958.32,1
4178-QJRWF,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.97,1511.15,0
3671-RTRAC,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.4,1420.55,1
1206-TJUEO,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.35,666.74,0
7861-OJXIL,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,60.14,3738.05,0
6926-EYXJY,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,94.01,1048.81,1
9793-HVTYP,Female,1,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.86,1891.22,1
7639-JIZCS,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.39,1364.04,0
3666-FFOOM,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),79.44,209.97,0
7196-BWLTN,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.47,6627.72,1
1658-XTOTX,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,118.79,8303.14,0
6776-YNWRV,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,57.02,449.62,1
8735-EVLJH,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.44,1381.07,0
2404-FYOLY,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,116.05,5529.23,0
3968-FLOLI,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,22.7,1178.5,1
1050-UBMMH,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,42.11,2670.14,0
5300-DFFUL,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),74.27,3521.48,0
8019-QGZOX,Female,0,No,No,67,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,26.96,1652.07,0
9598-TFIOP,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,114.19,4876.53,1
6412-RTNBW,Male,0,Yes,No,49,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,76.13,3632.88,1
4262-CNGOQ,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),54.89,1575.39,1
6376-IVNPU,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.58,502.05,1
3783-FVAUY,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,19.19,454.53,1
4331-CQBST,Male,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),100.65,781.9,0
3262-VHYOF,Female,0,No,No,63,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,59.69,3777.92,0
8574-TBYYO,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.01,211.18,0
8147-CJNVN,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,99.42,5828.5,0
7242-ATABS,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,111.41,3821.49,0
5073-DDMZI,Male,0,No,No,39,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,83.53,3255.8,0
9550-PRCTT,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.15,1698.51,1
6495-ZZVPC,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,72.64,5056.84,1
4544-JPHIO,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,26.62,76.27,1
6151-UCDML,Female,1,No,No,46,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,116.61,5193.34,1
7125-SGPVT,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),48.35,887.71,0
2054-JRKGN,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),90.98,6590.67,0
1275-RKVLR,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),69.28,971.98,0
9022-AWJUA,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.93,1455.21,0
8077-GQIGQ,Female,1,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),57.75,2009.37,0
3402-PETRA,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.16,634.06,1
5355-WKTIH,Female,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),95.01,2812.4,1
3279-ELAOY,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,46.46,2180.22,0
9657-FJNUZ,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,119.25,8382.99,1
7716-HCVVZ,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.28,1212.91,1
5075-LOGDU,Male,1,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.33,5090.28,1
9053-PZMDX,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.24,3814.26,1
7015-IZURO,Female,0,No,No,60,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.73,5700.01,0
1027-HUQXY,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),115.26,5506.63,1
2264-XZRDO,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),119.78,463.38,1
7177-BJCHT,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),106.56,918.05,0
2670-LZSZO,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),21.14,645.97,1
3172-NCRVF,Male,0,No,Yes,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,116.54,3472.56,1
1944-WNNTM,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.78,2807.59,1
8770-CMXBI,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,80.55,3460.74,0
8084-HPXCM,Male,1,No,No,22,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),36.17,772.98,0
8537-BTVUO,Female,0,No,No,48,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,30.86,1612.86,1
1543-JAFCS,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.73,3082.19,0
3246-MMQAN,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,91.58,5395.89,0
1348-ZCNXA,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.12,2057.87,1
2455-JMDIN,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),73.93,1962.48,1
9086-CWGJC,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),100.19,6352.7,1
3894-IOQGT,Female,1,Yes,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),77.01,376.24,0
2681-ORXWL,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.93,105.85,1
9854-UZHBB,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),55.35,2076.91,0
2781-DFWMS,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,47.46,1231.64,1
8551-KMHGM,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.76,1565.05,0
2157-GPOTB,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),40.33,2066.16,0
1511-ZYWPQ,Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.75,2911.21,1
9791-OCDLE,Male,1,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.45,1645.37,1
3064-FJVRJ,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.5,1038.26,0
2925-TODYP,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,33.17,242.76,0
9181-XHGSZ,Female,1,Yes,Yes,46,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.39,1505.5,0
4824-UMOZZ,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),32.35,797.51,0
2310-BJMRW,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.63,185.5,0
9906-MSXYX,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.1,5196.38,1
2845-ECSWM,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.62,3257.52,1
9909-FVIQH,Male,0,No,No,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),104.69,4613.97,0
3284-EVVQC,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.82,1398.59,1
7181-NONKK,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.37,2687.9,0
8973-OLFAY,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,116.08,1403.41,1
7927-TOBQC,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.87,1014.38,1
8874-EQWQT,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),46.51,1015.93,1
6171-VKWNM,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116.1,8375.59,0
6459-ZYIIP,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.84,2050.44,1
2161-FRBTI,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),112.64,672.81,1
1978-FBOQP,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),100.21,208.9,1
6129-JRJIX,Female,1,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.86,455.36,1
8392-DXCJL,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.35,715.42,1
6253-UBJBI,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,44.7,1948.9,1
4034-JBHXQ,Male,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.46,1884.67,0
4484-DRLQI,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,57.96,221.76,1
7844-SNNQB,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.32,1518.1,1
6479-EGVPP,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),43.25,2864.79,0
1592-VGTHH,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.89,1751.38,0
2238-KORFV,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,28.5,1854.25,0
